fname,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
00c82919.wav,1.2875434e-05,1.4498179e-05,1.0371627e-06,5.5949536e-06,5.049416e-06,0.0006566596,0.00015258032,1.8132204e-06,0.014478484,5.7046436e-05,2.3392011e-05,0.0013517295,0.11333888,0.00018979388,0.002179357,5.2379237e-06,1.6604816e-05,0.30421662,0.059685107,0.00019444365,0.001338777,4.653736e-06,0.0020447858,0.0041019158,0.0033774504,1.2507201e-05,9.371889e-05,0.00048001303,0.036445558,1.0620758e-05,0.0013066573,0.0002334113,1.3063265e-06,2.3988821e-05,1.460913e-05,0.0038408767,0.44952714,3.683677e-06,0.0005022651,3.5387173e-05,1.386662e-05
00c9e799.wav,1.9956148e-09,1.7563005e-05,2.5417073e-06,2.4017833e-08,5.146152e-07,4.1610374e-08,5.802336e-09,0.00015239973,1.1954041e-08,3.3720124e-08,2.0372184e-10,4.305528e-09,1.5335042e-08,2.8665864e-08,2.8855212e-09,0.999808,2.7852436e-06,7.254403e-10,2.1046418e-07,1.9138016e-09,2.1257458e-07,4.872109e-08,1.5842082e-09,2.6017972e-07,3.181943e-08,1.6665776e-06,9.832269e-08,1.6922492e-08,1.34637155e-08,5.565007e-07,8.707536e-08,2.55812e-07,1.6612345e-08,3.2778743e-08,1.5982171e-06,6.1367086e-06,5.674566e-09,3.0660768e-10,4.615707e-06,1.8849504e-07,1.2240791e-08
00ce569f.wav,0.9656316,0.00034840312,3.2891952e-05,0.00046333476,7.215381e-05,7.5353495e-07,2.892287e-05,9.333056e-06,3.0670178e-06,2.2473982e-05,0.00010552461,0.0002918592,0.00477537,9.883021e-06,0.00014071444,9.699794e-07,0.005788308,0.0013778106,2.6755151e-05,6.255735e-05,0.0016213178,5.378937e-09,0.003536569,0.0031334672,0.00040287193,0.0002377875,0.0014770019,4.5397865e-05,0.0011877568,1.0859848e-06,0.002034701,0.00017204674,2.8799946e-05,0.0008773024,1.4630975e-05,1.5443651e-05,2.6355301e-05,3.2536074e-05,0.00046497784,0.005496538,6.823188e-07
00d1fe46.wav,1.1646489e-09,2.9438042e-06,4.3782075e-11,7.341473e-09,2.582581e-09,1.6067611e-08,7.220455e-07,1.7843829e-09,1.2831492e-08,9.117792e-09,7.5118844e-10,5.9229827e-10,0.54713315,4.765773e-10,2.9618095e-06,3.2090847e-11,2.49107e-08,0.45278803,5.561664e-07,3.95462e-05,1.1855816e-07,1.9963196e-12,2.4784714e-09,1.6325948e-06,1.4566503e-05,3.9859987e-08,5.7824456e-10,1.686729e-06,4.1521416e-06,2.6560084e-11,7.652727e-06,1.030536e-08,1.5490543e-09,4.6824237e-08,4.785541e-09,1.2408151e-07,2.0004363e-06,1.3428091e-08,8.456563e-09,5.516675e-08,3.1729966e-12
00d40fa2.wav,7.93175e-07,0.00015383374,4.368062e-06,2.8412137e-06,1.941919e-05,0.0014681297,0.030956142,3.296419e-06,1.15297435e-05,6.109884e-08,0.004077357,7.362428e-07,0.006995894,0.0003564286,9.421832e-06,6.049835e-09,1.9646288e-06,3.364015e-05,6.779205e-05,6.847629e-06,1.021875e-07,9.502567e-08,0.0039060381,0.007565246,8.656243e-05,8.7476984e-08,6.268648e-06,0.056622185,2.982342e-07,1.1730597e-06,0.0010683165,0.0042789564,2.7161813e-09,1.3457735e-07,3.4925552e-07,3.1636687e-06,0.8821688,6.749913e-06,0.000100667494,1.41198425e-05,1.4942874e-08
00d9fa61.wav,1.4126408e-05,1.2610215e-05,2.3087588e-05,4.2241933e-05,1.3975072e-05,5.5995017e-08,6.227481e-07,0.012115428,1.0241157e-07,0.00031605616,2.7659127e-08,1.9240856e-06,9.776397e-07,8.1833315e-07,1.0637154e-08,3.3059998e-05,0.9852917,3.5385284e-07,1.06981e-05,9.712545e-07,0.0005513926,6.3509966e-09,3.5140634e-05,0.0006841171,0.00018463403,3.805548e-05,3.7703394e-06,1.4765517e-05,3.2468683e-06,5.074376e-05,1.4925264e-06,4.338081e-05,6.7910434e-05,2.1666815e-06,3.6742924e-06,2.2943543e-06,1.1183052e-07,2.4057576e-05,8.577812e-06,0.0004004147,1.3116719e-06
00fbb28b.wav,7.899733e-09,8.2274147e-07,9.592379e-12,3.9861993e-06,7.6812036e-08,2.6099741e-13,3.589756e-07,7.4473924e-06,8.429999e-10,3.7714958e-06,2.4528166e-13,6.839854e-10,2.2891219e-07,1.3031658e-09,1.5252889e-08,1.18930865e-08,4.084404e-10,8.417129e-10,0.09028327,6.964014e-11,0.9096946,6.3315164e-14,6.4636683e-09,3.676439e-08,3.5050327e-08,1.4614384e-06,3.9393786e-08,2.5928392e-07,4.919994e-08,2.4824115e-13,3.4129666e-06,2.0691983e-08,2.2810031e-08,9.724918e-10,4.2399495e-08,8.4918305e-12,7.376989e-11,7.0668077e-10,1.6136332e-09,1.8700925e-08,1.3876758e-13
00fcbab2.wav,1.1315613e-05,0.000731385,2.7978817e-06,0.0001540482,8.367352e-05,0.08761564,0.0020754396,5.7061305e-05,0.0104742,0.000298856,3.9488892e-05,0.00013960351,0.0042802943,0.00026860973,0.00084229314,0.00018465819,1.19460165e-05,0.18885379,0.029652217,0.0018803361,0.0009297887,0.0016772266,0.00065498496,0.0018677763,0.0045979074,4.206715e-05,8.213883e-05,0.1691102,0.31255454,0.0019404434,0.0070458287,0.000362887,0.00015142433,0.0017089148,0.00090079795,0.00020046007,0.16568165,1.6691016e-05,0.001075382,0.0016897544,5.153816e-05
010aa387.wav,2.3618677e-05,0.0025309245,3.5723033e-06,6.0594615e-05,0.00030835177,0.018228175,0.07182896,6.393387e-05,0.00021337433,0.0002248132,0.00036861328,5.1589162e-05,0.0038897586,0.00097137236,0.2441251,0.0002274796,1.40432685e-05,0.005125809,0.00023609344,0.0017862591,3.0441151e-05,0.00023249778,0.0010883389,0.004439787,0.00021583744,2.8929353e-05,0.00011211407,0.4787874,0.0007047719,0.0006818833,0.024209695,0.00090961606,0.0011997792,8.4345964e-05,7.734822e-06,0.0005850322,0.13564888,0.00022644359,6.504289e-05,0.00038349937,7.553718e-05
0120d246.wav,2.1320673e-08,5.6045574e-06,8.399113e-09,9.730514e-09,6.195594e-07,3.753122e-07,3.0126545e-05,6.435367e-09,1.4464007e-08,6.2428462e-09,8.600758e-08,3.5810905e-07,7.1311088e-06,2.4352829e-08,1.0795898e-07,4.839302e-10,1.3239791e-07,2.0129567e-08,1.8181211e-08,2.3707935e-08,8.190665e-07,2.8690933e-11,0.99981016,0.00011114303,5.9421853e-07,4.305576e-10,2.0873929e-06,6.5280037e-06,2.4497108e-08,7.1343027e-07,1.4849728e-07,3.9654656e-06,2.0193651e-10,5.3885285e-10,4.7666248e-08,1.7160094e-08,1.6362126e-05,3.0924528e-07,1.9715617e-06,2.7167866e-07,3.0423664e-11
01235a12.wav,0.000105836676,3.5361434e-05,3.2589654e-05,2.108992e-05,0.002531196,1.4684477e-05,0.00043343878,1.7806522e-05,0.00989969,0.00045075384,1.0132399e-05,0.17424253,0.005350168,8.647024e-05,0.0002778158,5.575837e-06,0.0007188765,0.0019375738,0.0021886255,1.4439976e-05,0.008661958,1.2961012e-06,0.63183993,0.029873043,0.00015446404,0.00012750438,0.04044099,0.00031721845,0.011434145,0.0009617219,0.0006054985,0.00010011007,1.3201452e-06,6.1521673e-06,0.0022643884,0.0003135176,0.0059209405,0.0001294882,0.04037073,0.028063059,3.7955375e-05
01302128.wav,9.416269e-06,0.6476162,3.0232616e-06,1.1825659e-05,0.00036499545,7.776304e-08,0.00040057246,1.1662838e-06,5.596251e-06,5.3708433e-08,1.7192895e-07,2.9381881e-09,0.005514781,8.331085e-08,9.016397e-06,6.010166e-07,8.621472e-07,8.740871e-07,0.19870554,0.00028278213,0.14492828,2.771977e-11,1.3560694e-05,0.0003065797,4.8612474e-05,0.0007949472,2.0899673e-05,8.385269e-05,3.8177022e-06,3.4967712e-10,0.00040678555,1.3647989e-06,1.2938649e-06,7.583887e-05,2.5962615e-06,2.4634382e-05,3.3727065e-07,0.00019317308,9.674635e-07,0.00016474273,1.7805893e-09
013264d3.wav,1.8812827e-05,0.00062216725,0.00011093309,0.00013295349,0.00011919556,0.019596761,0.050138284,6.110878e-05,0.009244006,0.0006140828,3.578702e-05,0.0006627921,0.004533364,0.0025404089,0.00016709807,1.5263435e-05,7.568861e-05,0.00020755826,0.06116516,0.0011710363,0.0017083677,5.494509e-05,0.052653812,0.04451341,0.010703909,6.0280577e-06,0.00016189662,0.09724295,0.00020049587,0.00027167922,0.0059795137,0.12251929,4.326038e-06,5.7686916e-06,0.00039703655,0.0009973206,0.50920695,0.0003405189,0.0015155737,0.00026601795,1.765686e-05
013c3135.wav,3.403892e-11,3.3228892e-07,1.1250755e-08,1.2870711e-07,3.1480527e-09,7.892847e-12,5.3214793e-09,0.9999839,1.0883525e-10,6.210606e-08,2.4798087e-11,4.271422e-12,2.8167596e-10,6.485743e-09,7.9880135e-13,1.265587e-07,5.600102e-08,1.0429194e-11,1.46233415e-05,2.2351038e-12,1.833612e-08,2.6702872e-12,8.839657e-11,2.3271934e-07,3.9301217e-08,3.309474e-07,7.103857e-10,7.414361e-08,3.6648636e-11,3.10854e-10,4.2037288e-10,1.9870774e-09,2.4054725e-10,2.158346e-10,2.8954865e-08,5.3630978e-11,2.6674038e-10,1.4677039e-10,2.363971e-08,4.0640906e-08,1.934311e-11
01506d76.wav,6.62675e-09,3.66948e-09,1.9454674e-08,9.8185446e-08,2.7342136e-08,2.852849e-07,4.5785117e-07,3.6905763e-07,0.0006396823,4.2215004e-05,1.6173498e-08,1.7427796e-05,1.5796973e-06,1.9026196e-05,3.2519964e-09,2.567755e-10,1.5756228e-08,1.7701348e-07,5.27257e-05,1.0249775e-09,1.9344162e-07,8.207225e-11,1.6608425e-06,0.0013801605,0.9976053,6.381169e-08,3.938535e-09,0.00012496805,9.873639e-09,8.172555e-09,3.1374263e-06,6.2293356e-07,3.0571943e-09,1.2635648e-10,1.8506649e-08,1.2873111e-08,7.697244e-05,3.0227446e-07,3.2249758e-05,7.0130204e-09,9.751054e-09
015cf474.wav,6.3766514e-08,3.4963687e-05,2.1587027e-06,8.708014e-06,2.5517006e-06,3.4364023e-09,1.3440415e-06,0.99961793,5.3366254e-09,3.5617257e-05,2.4081704e-08,2.2550203e-08,2.6750763e-07,1.1235596e-06,1.5783831e-08,3.4039844e-05,5.8949394e-05,1.0202106e-08,6.5899105e-05,1.0875631e-08,1.1685729e-05,4.581841e-09,6.271259e-07,2.4251802e-05,3.1498362e-06,1.0077514e-05,2.3233952e-07,3.578477e-05,1.9395898e-08,1.3691127e-07,4.5073406e-07,5.3267177e-06,8.460651e-07,2.7973439e-08,1.2418953e-06,8.7758856e-08,7.132471e-08,4.2754753e-08,8.8758395e-07,4.118566e-05,5.1689923e-09
01638f61.wav,0.0004490579,1.1755104e-05,1.15463345e-05,0.00016044761,1.1340905e-05,0.00075668143,0.0010650371,1.1275853e-05,0.03022195,0.0018913615,0.0007162797,0.0007754764,0.011868981,0.000521874,0.00035108655,6.43743e-07,7.893453e-05,0.057445925,0.0013568853,0.00037688206,3.5860154e-05,2.0965392e-07,0.0002338028,0.05368793,0.77570534,0.0004053961,4.08637e-05,0.00026937283,4.250295e-05,8.389236e-07,0.049817227,0.0008287464,0.00017551298,2.645161e-05,3.795215e-06,0.00011052724,0.008511602,0.00058797613,0.00020522089,0.0005589884,0.0006683226
017ea24e.wav,1.0608856e-05,1.0038111e-06,5.344555e-08,5.7284245e-07,3.5170492e-06,2.803167e-08,4.4597273e-09,1.554647e-06,2.2361096e-06,2.7313359e-08,1.7309936e-09,2.26869e-05,8.239591e-05,1.05703684e-07,6.191379e-08,2.2141846e-06,5.5190634e-05,1.535307e-05,0.00015456973,4.338375e-07,3.0335708e-05,3.0918702e-08,8.3777895e-06,1.8750512e-06,5.7133525e-06,1.7120308e-06,2.647097e-06,0.00010742293,0.9983418,7.972902e-06,1.2432426e-07,9.659487e-07,5.533712e-08,9.3571645e-05,1.3025475e-06,0.00017764569,1.448184e-06,1.1570279e-08,0.0008517245,1.2661443e-05,2.9758395e-08
01811e48.wav,4.557055e-06,7.992904e-05,7.5060157e-06,1.1089385e-05,2.8891815e-05,0.012484259,0.019806372,9.194273e-06,0.00037037098,4.0384857e-06,5.7072837e-05,2.7196746e-05,0.00047369924,0.00335762,2.1855849e-05,6.989263e-07,1.2588121e-05,1.3313024e-05,0.0003091629,3.6488247e-05,5.056554e-06,3.5087876e-06,0.012858341,0.011946273,0.0004326688,6.413243e-07,2.322444e-05,0.24182889,1.9177885e-05,8.014942e-05,0.0009821804,0.0029021446,2.3582925e-07,8.2462725e-07,1.3017676e-06,7.239613e-05,0.69140786,7.8053745e-05,0.0002279935,8.274652e-06,4.792419e-06
0184c390.wav,1.3108566e-06,0.0027902396,1.2133628e-05,8.508784e-07,0.9892462,4.6526168e-07,8.5053915e-07,9.579943e-06,5.023128e-07,1.439381e-07,6.0309907e-07,1.0556396e-05,0.00015280419,8.1811585e-08,2.3121785e-05,2.040973e-05,0.0011335668,0.00016591734,0.0009378351,5.1871903e-06,0.00028899932,1.5595562e-08,2.0964408e-05,5.519885e-05,9.943888e-07,0.004590454,3.094866e-05,4.444549e-05,2.6954078e-05,0.00011626525,8.094587e-06,3.2789383e-06,1.1835304e-07,1.358749e-05,4.819141e-05,3.612621e-05,9.355705e-06,6.019501e-06,0.00016962906,1.806947e-05,4.3378094e-08
018863f5.wav,4.0415835e-12,3.4593512e-08,1.3336682e-08,1.0662239e-11,3.3836093e-07,2.858788e-08,2.627303e-11,2.2136797e-09,3.1144733e-09,2.1311152e-11,9.179967e-12,4.5593768e-10,6.1085574e-11,1.034757e-11,2.2177767e-11,1.7100315e-07,1.9022686e-08,3.5472906e-11,3.605983e-08,3.968606e-10,1.1013171e-10,1.5221495e-07,8.690789e-08,1.0003527e-08,1.7497908e-11,3.159709e-12,5.4835305e-09,3.403829e-08,5.1938542e-08,0.9999887,1.5994862e-12,2.5131206e-09,2.9379704e-11,4.355339e-09,4.8474735e-06,1.6050384e-09,9.962247e-09,2.1562979e-11,5.5590344e-06,7.843761e-09,2.7802566e-11
018a10bb.wav,2.0746849e-07,0.00012252024,4.2625714e-05,5.8726066e-05,0.016292373,1.5396394e-06,8.3961544e-07,4.157298e-05,7.9819965e-06,3.1340463e-07,8.084596e-07,1.8427703e-06,1.1621875e-06,5.710395e-07,1.9449679e-07,0.0002353348,3.832345e-05,1.8569913e-06,0.000520677,1.6354246e-06,5.179056e-06,3.600347e-05,7.781378e-07,7.746686e-06,4.485283e-07,3.1118807e-06,0.001983857,0.00015732263,1.9429937e-05,0.38096872,1.0716153e-06,4.102206e-06,7.486391e-07,0.0023966243,0.22624718,6.222248e-05,4.2131014e-06,1.5658722e-07,0.3704381,0.0002855628,6.406788e-06
018d1dc4.wav,7.3631086e-06,7.555963e-10,1.8018005e-08,2.1071983e-07,2.1540799e-12,2.764994e-10,1.0023912e-06,6.996387e-08,2.5702496e-07,3.1327298e-05,4.648868e-09,8.4803844e-08,6.6230893e-07,0.008479726,5.613889e-12,2.8977966e-12,6.796523e-09,7.708516e-11,1.1181356e-07,6.475726e-11,3.7206518e-09,5.5814717e-13,1.8843677e-07,2.2801169e-06,0.99144566,5.2355627e-09,1.153277e-09,4.2012342e-08,1.8073392e-11,7.9642795e-14,3.0712086e-05,1.4481111e-07,4.7246335e-10,2.6897332e-12,3.4277032e-09,5.3346768e-11,1.0379939e-08,4.278527e-08,1.2877274e-07,6.101056e-11,3.713156e-10
0193042e.wav,8.2208106e-05,0.0013738564,0.00010635558,6.731755e-05,0.00047389773,0.0011439385,0.1961475,1.7556213e-05,0.00060307316,0.00016492244,9.409058e-05,0.00011462542,0.020624628,0.00026673102,0.003083194,1.7103879e-06,0.0001706167,0.00015730348,0.006163322,0.003973761,0.00091790315,1.0052416e-06,0.12951441,0.25673115,0.006854589,4.718656e-06,0.00013942363,0.049997453,7.771591e-06,9.161782e-05,0.0149494065,0.1332855,1.3632169e-05,2.3202383e-06,4.788818e-05,0.0013120724,0.16272785,0.0077518253,0.00042229245,0.00039503834,1.4982128e-06
01974c7c.wav,0.011948192,0.00043152279,0.0014437368,0.00056727364,1.0961975e-05,0.00014645577,0.10868523,0.0011154662,0.00040401248,0.0006854958,0.0065899286,9.710897e-05,0.0005042672,0.81590515,6.7002344e-05,2.6061633e-05,0.00021950438,6.557428e-06,0.005583551,0.00012066968,7.959882e-05,0.0003100918,0.002858227,0.003458811,0.0007764318,9.28996e-05,0.0018401457,0.0016431505,2.612536e-05,3.8166795e-06,0.026777856,0.0049640695,4.8309525e-05,0.00014136321,0.00032015782,0.0003601195,0.0006822453,0.0003004951,0.00018027342,6.649995e-05,0.00051104097
019aae9d.wav,1.8824907e-05,0.0024465034,2.2553682e-05,7.989351e-05,5.3718486e-05,0.02854938,0.32641485,7.209057e-06,0.00018660731,4.396052e-05,7.804583e-05,3.4111486e-06,0.003699982,2.2220966e-05,0.0006727939,1.7884008e-06,7.180544e-05,0.00024391056,0.004049308,0.034773126,0.0004095774,2.9820744e-06,0.024241356,0.06198485,0.0013449052,2.6946193e-06,0.000103687285,0.0018085497,4.06057e-06,1.5072514e-05,0.0026540947,0.48137245,4.865682e-06,5.6415997e-06,0.000107698404,4.941417e-05,0.019537285,0.0046507525,8.503862e-06,0.00024347329,8.216874e-06
01a36643.wav,7.681072e-05,2.541277e-05,8.92192e-06,0.00016099273,2.2424189e-05,8.570298e-06,1.1094301e-05,0.00019293923,4.0991665e-05,0.002324512,6.766599e-07,7.268757e-05,7.274777e-05,3.5306777e-05,5.9793732e-05,0.0030394315,7.0186245e-05,0.00023957879,9.4216695e-05,9.195341e-06,0.00033741552,2.9785704e-06,2.3621535e-06,0.00019475385,0.00127117,0.00024824453,1.4998427e-05,0.0002483563,0.0002512206,7.45965e-06,0.015230093,3.0103645e-05,0.9742353,0.0006818569,2.3391935e-06,0.00031933005,6.80366e-06,5.5667456e-06,2.4018074e-05,1.433173e-05,0.00030481993
01a39e95.wav,1.0449072e-06,0.00029679757,4.766603e-08,1.1044716e-06,8.705962e-06,7.647672e-07,5.993861e-05,1.7474803e-06,1.1208481e-05,7.905312e-05,7.778302e-08,3.9230817e-06,0.074934766,6.428597e-07,0.00029345087,6.312026e-08,4.996051e-05,0.9021093,0.00028265602,9.9038196e-05,0.0025533251,1.1309114e-08,6.1909006e-05,0.00035122875,0.00015959013,3.0952746e-05,1.7012819e-07,0.0022937353,0.0103623215,5.477296e-07,0.005065507,1.1575719e-05,5.783266e-06,7.3529163e-06,1.4480437e-06,3.2050696e-06,0.00083432416,7.409548e-06,1.7636198e-06,1.3451408e-05,2.4299116e-09
01a59a61.wav,1.0669826e-06,6.49171e-05,3.928401e-05,5.732647e-05,0.9633138,7.907684e-08,1.1825023e-05,4.484319e-06,1.4783082e-07,1.3726935e-07,1.3557254e-06,8.733514e-06,4.1275152e-07,4.8531945e-07,5.251427e-06,8.953047e-06,1.9020888e-05,1.642425e-08,1.8496661e-05,2.385021e-07,5.2388273e-06,5.5353514e-08,2.1977553e-06,9.533932e-06,7.7062104e-08,1.1314614e-05,0.03236056,4.8423903e-05,6.237277e-08,0.00065217813,2.012612e-06,9.209443e-06,3.1463819e-07,2.797084e-05,9.508222e-05,1.6076814e-05,3.609055e-07,3.6774954e-06,0.0029281087,0.00026469678,6.8440004e-06
01a5dc85.wav,2.1560405e-05,0.00057826744,0.00019619099,6.4776315e-05,0.0083818035,8.797455e-05,2.3854282e-06,0.00026294275,0.00020078932,5.435745e-06,5.2380547e-06,0.00012896284,3.609652e-05,1.0220493e-05,1.0000202e-05,0.03387182,0.0026740143,1.09549865e-05,0.0010608993,3.7417718e-05,5.9883616e-05,0.0003381507,8.09585e-05,0.00013215451,4.0069877e-05,4.1764582e-05,0.0006655335,0.0031146468,0.0020289756,0.6709502,7.0596325e-06,6.81828e-05,2.1116892e-05,0.0014531938,0.0019930857,0.003120995,0.00018836166,4.8208944e-06,0.26535034,0.002628634,6.417704e-05
01d2475c.wav,0.002863756,0.01950942,0.00344741,0.013080185,0.0015985854,2.8526007e-05,0.011418965,0.0010434454,8.107221e-05,6.144043e-05,1.7330796e-05,0.00018956786,0.2050225,0.00094933336,0.00036837638,0.0011307659,0.08032647,0.000101061836,0.006302123,0.022069853,0.056483988,1.3294238e-06,0.0008067132,0.072043456,0.0030433878,0.00278252,0.002165434,0.0069109485,0.00016361647,1.3848304e-05,0.008892334,0.07422934,0.000112766706,0.00019221076,0.0005122266,0.38703096,0.0004779146,0.0027367473,0.011186372,0.0005242716,7.9427526e-05
